dataset,arquivo,nome_gab,exp_gab,erro,nome_app,exp_app,nome_ok,exp_capturadas,empresas_ok,cargos_ok
synth_filled,docx/41_dev_backend_kevin_cavalcante.docx,Kevin Cavalcante,3,,Kevin Cavalcante,0,True,0,0,0
synth_filled,docx/42_gerente_loja_luigi_pereira.docx,Luigi Pereira,3,,Luigi Pereira,3,True,3,3,3
synth_filled,docx/43_enfermeiro_uti_thales_peixoto.docx,Thales Peixoto,3,,Thales Peixoto,3,True,3,3,3
synth_filled,docx/44_tec_enfermagem_luan_pimenta.docx,Luan Pimenta,3,,Luan Pimenta,3,True,3,3,0
synth_filled,docx/45_prof_fundamental_srta__maria_sophia_monten_noaccent.docx,Srta. Maria Sophia Montenegro,2,,SRTA. MARIA SOPHIA MONTENEGRO,4,True,2,2,2
synth_filled,docx/46_farmaceutico_joao_vitor_aparecida.docx,João Vitor Aparecida,3,,João Vitor Aparecida,3,True,3,3,3
synth_filled,docx/47_vendedor_loja_sabrina_cirino.docx,Sabrina Cirino,2,,Sabrina Cirino,2,True,2,2,2
synth_filled,docx/48_assistente_contabil_jose_pedro_gomes.docx,José Pedro Gomes,3,,José Pedro Gomes,3,True,3,3,3
synth_filled,docx/49_analista_financeiro_daniel_araujo.docx,Daniel Araújo,2,,Daniel Araújo,2,True,2,2,2
synth_filled,docx/50_motorista_d_davi_luiz_vargas_multiemail.docx,Davi Luiz Vargas,3,,Davi Luiz Vargas,3,True,3,3,3
synth_filled,pdf/01_operador_maquina_lais_pires_formal_classic.pdf,Laís Pires,2,,Laís Pires,2,True,2,2,2
synth_filled,pdf/02_diretor_comercial_sra__hadassa_rezende_tabular_concurso.pdf,Sra. Hadassa Rezende,3,,Sra. Hadassa Rezende,3,True,3,3,3
synth_filled,pdf/03_motorista_d_leticia_porto_lattes_academic.pdf,Letícia Porto,2,,ORIENTAÇÕES PARA O PREENCHIMENTO,3,False,2,1,2
synth_filled,pdf/047_gestor_de_propriedade_mariana_oliveira_monteiro.pdf,Mariana Oliveira Monteiro,3,,Mariana Oliveira Monteiro,4,True,3,0,0
synth_filled,pdf/049_curriculo_de_estagiarios_de_recursos_humanos_rafael_monteiro_freitas.pdf,Rafael Monteiro Freitas,1,,Rafael Monteiro Freitas,2,True,1,1,1
synth_filled,pdf/04_data_scientist_henry_gabriel_azevedo_sidebar_colored.pdf,Henry Gabriel Azevedo,2,,nry Gabriel Azevedo,2,True,2,2,2
synth_filled,pdf/050_cv_de_janaporubska_gmail_com_igor_pereira_costa.pdf,Igor Pereira Costa,2,,Igor Pereira Costa,9,True,2,1,2
synth_filled,pdf/052_curriculo_da_pesquisa_igor_rodrigues_gomes.pdf,Igor Rodrigues Gomes,3,,Igor Rodrigues Gomes,3,True,3,3,3
synth_filled,pdf/053_representante_de_vendas_na_adidas_amostra_de_enzo_correia_moreira.pdf,Enzo Correia Moreira,2,,Enzo Correia Moreira,2,True,2,2,1
synth_filled,pdf/054_adidas_sales_representative_resume_template_vincius_ribeiro_nascimento.pdf,Vinícius Ribeiro Nascimento,3,,Vinícius Ribeiro Nascimento,5,True,3,0,1
synth_filled,pdf/055_gerente_de_vendas_de_localizacao_na_advantage_igor_ferreira_ribeiro.pdf,Igor Ferreira Ribeiro,3,,Igor Ferreira Ribeiro,3,True,3,3,3
synth_filled,pdf/056_curriculo_do_aequs_assistant_manager_rodrigo_pereira_ribeiro.pdf,Rodrigo Pereira Ribeiro,3,,Rodrigo Pereira R,3,True,3,1,3
synth_filled,pdf/057_curriculo_do_engenheiro_de_design_aeromobil_beatriz_freitas_mendes.pdf,Beatriz Freitas Mendes,3,,Eng. Beatriz Freitas Mendes MEc,4,True,3,3,0
synth_filled,pdf/058_estagiario_de_engenharia_de_software_na_agile_igor_martins_carvalho.pdf,Igor Martins Carvalho,2,,Igor Martins Carvalho,3,True,2,1,2
synth_filled,pdf/059_curriculo_da_air_france_leonardo_macedo_moreira.pdf,Leonardo Macedo Moreira,2,,Leonardo Macedo Moreira,2,True,2,2,0
synth_filled,pdf/05_designer_grafico_vitor_gabriel_machado_noaccent_simplified_form.pdf,Vitor Gabriel Machado,3,,Vitor Gabriel Machado,2,True,2,2,3
synth_filled,pdf/060_air_france_team_manager_retomar_amostra_de_cu_eduardo_martins_costa.pdf,Eduardo Martins Costa,3,,Eduardo Martins Costa,3,True,3,1,3
synth_filled,pdf/062_curriculo_de_desenvolvedor_movel_isabela_ribeiro_costa.pdf,Isabela Ribeiro Costa,3,,Isabela Ribeiro Costa,4,True,3,2,2
synth_filled,pdf/064_engenheiro_de_software_amostra_de_curriculo_c_joo_fernandes_ferreira.pdf,João Fernandes Ferreira,3,,João Fernandes Ferreira,2,True,2,1,1
synth_filled,pdf/065_engenheiro_de_produto_na_alten_resume_amostra_priscila_moreira_gomes.pdf,Priscila Moreira Gomes,4,,MOREIRA GOMES,4,True,4,3,3
synth_filled,pdf/066_curriculo_de_analista_de_dados_na_amazon_joo_macedo_pereira.pdf,João Macedo Pereira,3,,João Macedo Pereira,2,True,2,2,2
synth_filled,pdf/067_curriculo_de_analista_de_negocios_na_amazon_ana_teixeira_gomes.pdf,Ana Teixeira Gomes,3,,Plural Sight,3,False,3,2,2
synth_filled,pdf/068_engenheiro_de_desenvolvimento_de_software_na_priscila_martins_teixeira.pdf,Priscila Martins Teixeira,3,,Priscila Martins Teixeira,3,True,3,3,2
synth_filled,pdf/06_diretor_comercial_bernardo_rocha_sidebar_right.pdf,Bernardo Rocha,2,,Bernardo Rocha,2,True,2,2,2
synth_filled,pdf/071_curriculo_do_engenheiro_de_desenvolvimento_de_otvio_vieira_mendes.pdf,Otávio Vieira Mendes,4,,Otávio Vieira Mendes,4,True,4,0,3
synth_filled,pdf/072_curriculo_do_gestor_de_desenvolvimento_de_neg_dbora_rodrigues_nascimento.pdf,Débora Rodrigues Nascimento,3,,Débora Rodrigues,3,True,3,0,3
synth_filled,pdf/073_curriculo_do_administrador_da_amazon_systems_letcia_mendes_carvalho.pdf,Letícia Mendes Carvalho,3,,Letícia Mendes,3,True,3,3,3
synth_filled,pdf/074_curriculo_de_gestor_de_programas_senior_helena_ferreira_martins.pdf,Helena Ferreira Martins,4,,Helena Ferreira Martins,4,True,4,4,3
synth_filled,pdf/076_curriculo_de_marketing_e_gestor_de_marca_lucas_fernandes_cavalcante.pdf,Lucas Fernandes Cavalcante,2,,Lucas Fernandes Cavalcante,2,True,2,1,2
synth_filled,pdf/077_curriculo_de_analista_de_negocios_junior_caio_moreira_macedo.pdf,Caio Moreira Macedo,2,,Caio Moreira Macedo,3,True,2,0,2
synth_filled,pdf/078_pesquisa_externa_na_american_foundation_for_s_daniel_costa_nogueira.pdf,Daniel Costa Nogueira,8,,Daniel Costa Nogueira,8,True,8,8,8
synth_filled,pdf/079_curriculo_americano_de_recursos_hidricos_patrcia_ribeiro_barbosa.pdf,Patrícia Ribeiro Barbosa,2,,Patrícia Ribeiro B,3,True,2,2,2
synth_filled,pdf/07_prof_fundamental_leticia_ribeiro_two_column_split.pdf,Letícia Ribeiro,2,,Licenciatura em Letras,2,False,2,2,2
synth_filled,pdf/081_curriculo_de_analista_de_negocios_renata_cardoso_rodrigues.pdf,Renata Cardoso Rodrigues,2,,Renata Cardoso Rodrigues,5,True,2,1,1
synth_filled,pdf/082_curriculo_do_gestor_de_projecto_gabriel_almeida_souza.pdf,Gabriel Almeida Souza,3,,SEDADILIBAH GESTÃODEPROJETOS,5,False,3,2,1
synth_filled,pdf/083_director_de_desenvolvimento_comercial_na_appl_thiago_barbosa_carvalho.pdf,Thiago Barbosa Carvalho,3,,Thiago Barbosa Carvalho,5,True,3,2,3
synth_filled,pdf/084_curriculo_de_apoio_ao_cliente_apple_carolina_teixeira_martins.pdf,Carolina Teixeira Martins,7,,Carolina Teixeira Martins,7,True,7,7,6
synth_filled,pdf/085_inquerito_tatiane_pereira_mendes.pdf,Tatiane Pereira Mendes,2,,Tatiane Pereira Mendes,2,True,2,0,1
synth_filled,pdf/086_servico_de_apoio_ao_cliente_da_companhia_fina_letcia_nascimento_cardoso.pdf,Letícia Nascimento Cardoso,3,,Letícia Nascimento Cardoso,3,True,3,3,2
synth_filled,pdf/087_curriculo_de_especialista_em_seguranca_de_inf_letcia_monteiro_almeida.pdf,Letícia Monteiro Almeida,2,,Letícia Monteiro Almeida,2,True,2,0,2
synth_filled,pdf/089_diretor_de_marketing_na_tons_exemplo_de_curri_daniel_moreira_correia.pdf,Daniel Moreira Correia,3,,Daniel Moreira Correia,2,True,2,2,1
synth_filled,pdf/08_medico_pediatra_asafe_das_neves_timeline_dates.pdf,Asafe das Neves,2,,Asafe das Neves,0,True,0,0,0
synth_filled,pdf/091_administrador_de_licencas_na_arvato_cv_amostr_gabriel_moreira_cavalcante.pdf,Gabriel Moreira Cavalcante,3,,Gabriel Moreira Cavalcante,4,True,3,2,3
synth_filled,pdf/098_curriculo_de_engenheiro_estrutural_vitria_costa_ribeiro.pdf,Vitória Costa Ribeiro,1,,Vitória Costa Ribeiro,1,True,1,0,0
synth_filled,pdf/099_inquerito_juliana_nascimento_gomes.pdf,Juliana Nascimento Gomes,5,,Juliana Nascimento Gomes,5,True,5,3,4
synth_filled,pdf/09_dev_mobile_zoe_farias_boxed_header.pdf,Zoe Farias,3,,Zoe Farias,2,True,2,1,3
synth_filled,pdf/101_curriculo_do_assistente_de_ensino_de_licencia_sophia_monteiro_cavalcante.pdf,Sophia Monteiro Cavalcante,4,,Sophia Monteiro Cavalcante,4,True,4,0,0
synth_filled,pdf/102_curriculo_de_estagiario_de_contabilidade_fina_pedro_pinto_carvalho.pdf,Pedro Pinto Carvalho,6,,Pedro Pinto Carvalho,7,True,6,6,3
synth_filled,pdf/103_analista_de_marketing_senior_leonardo_lima_arajo.pdf,Leonardo Lima Araújo,6,,Leonardo Lima Araújo,6,True,6,4,3
synth_filled,pdf/107_curriculo_do_bbva_compass_banker_gabriel_arajo_pinto.pdf,Gabriel Araújo Pinto,4,,Gabriel Araújo,2,True,2,2,2
synth_filled,pdf/109_curriculo_de_executivo_de_vendas_na_bell_comm_rafaela_lima_arajo.pdf,Rafaela Lima Araújo,3,,RL Rafaela Lima Araújo,3,True,3,0,3
synth_filled,pdf/10_atendente_caixa_gustavo_henrique_lopes_multiemail_compact_dense.pdf,Gustavo Henrique Lopes,2,,Gustavo Henrique Lopes,2,True,2,2,2
synth_filled,pdf/113_curriculo_de_programador_de_software_na_binar_sophia_silva_ribeiro.pdf,Sophia Silva Ribeiro,2,,Sophia Silva Ribeiro,0,True,0,0,0
synth_filled,pdf/115_desenvolvedor_full_stack_na_bizconnect_events_maria_nogueira_lima.pdf,Maria Nogueira Lima,3,,Maria Nogueira Lima,3,True,3,3,1
synth_filled,pdf/117_curriculo_de_gestor_de_produto_principal_na_b_lucas_souza_gomes.pdf,Lucas Souza Gomes,4,,Lucas Souza Gomes,4,True,4,3,2
synth_filled,pdf/118_curriculo_do_assistente_executivo_do_grupo_bm_rafaela_almeida_ribeiro.pdf,Rafaela Almeida Ribeiro,4,,a Almeida Ribeiro,4,True,4,3,4
synth_filled,pdf/11_repositor_ana_julia_novais_formal_classic.pdf,Ana Julia Novais,3,,Ana Julia Novais,0,True,0,0,0
synth_filled,pdf/127_associado_de_marketing_de_conteudos_felipe_barbosa_barbosa.pdf,Felipe Barbosa Barbosa,3,,Felipe Barbosa Barbosa,2,True,2,1,2
synth_filled,pdf/128_curriculo_de_estagiario_de_administracao_de_e_gustavo_arajo_rodrigues.pdf,Gustavo Araújo Rodrigues,2,,Gustavo Araújo Rodrigues,2,True,2,0,2
synth_filled,pdf/129_generalista_de_rh_na_business_porters_amostra_murilo_ribeiro_pereira.pdf,Murilo Ribeiro Pereira,2,,Murilo Ribeiro Pereira MBA,2,True,2,2,1
synth_filled,pdf/12_pedreiro_luisa_nogueira_tabular_concurso.pdf,Luísa Nogueira,3,,Luísa Nogueira,3,True,3,3,3
synth_filled,pdf/130_inquerito_thiago_teixeira_monteiro.pdf,Thiago Teixeira Monteiro,3,,Thiago Teixeira Monteiro,3,True,3,3,3
synth_filled,pdf/132_assistente_de_equilibrio_de_praia_na_uc_long_beatriz_fernandes_almeida.pdf,Beatriz Fernandes Almeida,5,,Beatriz Fernandes Almeida,5,True,5,3,4
synth_filled,pdf/136_director_criativo_na_cassette_monkeys_exemplo_gabriela_almeida_arajo.pdf,Gabriela Almeida Araújo,3,,Almei da Araújo,2,False,2,1,1
synth_filled,pdf/13_devops_mateus_duarte_lattes_academic.pdf,Mateus Duarte,3,,ORIENTAÇÕES PARA O PREENCHIMENTO,4,False,3,3,0
synth_filled,pdf/14_gerente_projetos_kevin_rodrigues_sidebar_colored.pdf,Kevin Rodrigues,3,,Kevin Rodrigues,3,True,3,3,3
synth_filled,pdf/15_farmaceutico_joao_guilherme_novais_upper_simplified_form.pdf,JOÃO GUILHERME NOVAIS,2,,JOÃO GUILHERME NOVAIS,1,True,1,1,2
synth_filled,pdf/16_data_scientist_vinicius_peixoto_sidebar_right.pdf,Vinicius Peixoto,3,,Vinicius Peixoto,3,True,3,3,3
synth_filled,pdf/17_redator_publi_milena_macedo_two_column_split.pdf,Milena Macedo,2,,Milena M,1,True,1,1,0
synth_filled,pdf/18_conferente_logistica_joao_pedro_macedo_timeline_dates.pdf,João Pedro Macedo,3,,João Pedro Macedo,0,True,0,0,0
synth_filled,pdf/19_medico_pediatra_sra__laura_ribeiro_boxed_header.pdf,Sra. Laura Ribeiro,2,,Médico Pediatra,2,False,2,1,2
synth_filled,pdf/20_recepcionista_hotel_rafaela_melo_noaccent_compact_dense.pdf,Rafaela Melo,3,,Rafaela Melo,3,True,3,3,3
synth_filled,pdf/21_gerente_loja_beatriz_moura_formal_classic.pdf,Beatriz Moura,2,,Beatriz Moura,1,True,1,0,0
synth_filled,pdf/22_atendente_caixa_maria_sophia_nunes_tabular_concurso.pdf,Maria Sophia Nunes,3,,Maria Sophia Nunes,3,True,3,3,3
synth_filled,pdf/23_gerente_projetos_miguel_da_mota_lattes_academic.pdf,Miguel da Mota,2,,ORIENTAÇÕES PARA O PREENCHIMENTO,3,False,2,1,2
synth_filled,pdf/24_assistente_contabil_ravi_lucca_barbosa_sidebar_colored.pdf,Ravi Lucca Barbosa,3,,Ravi Lucca Barbosa,3,True,3,3,3
synth_filled,pdf/25_eletricista_mirella_freitas_multiemail_simplified_form.pdf,Mirella Freitas,2,,Mirella Freitas,0,True,0,0,0
synth_filled,pdf/26_logistica_helena_pereira_minimal_classic.pdf,Helena Pereira,1,,Helena Pereira,1,True,1,1,1
synth_filled,pdf/27_jovem_aprendiz_felipe_soares_dark_header_round.pdf,Felipe Soares,0,,FELIPE SOARES,0,True,0,0,0
synth_filled,pdf/28_dentista_julia_harris_gray_sidebar_timeline.pdf,Julia Harris,2,,JULIA HARRIS,2,True,2,2,0
synth_filled,pdf/29_diretor_contabilidade_lorenzo_fernandes_banner_orange_accent.pdf,Lorenzo Fernandes,3,,LORENZO F,3,True,3,3,2
synth_filled,pdf/30_product_manager_javiera_blanch_navy_sidebar.pdf,Javiera Blanch,2,,JAVIERA BLANCH,2,True,2,1,0
synth_filled,pdf/31_advogada_emilia_carvalho_skillbars_simple.pdf,Emília Guimarães Carvalho,4,,Emília Guimarães Carvalho,4,True,4,0,0
synth_filled,pdf/32_professora_ana_beatriz_silva_red_right_sidebar.pdf,ANA BEATRIZ SILVA,3,,ANA BEATRIZ SILVA,3,True,3,2,3
synth_filled,pdf/33_designer_grafico_bianca_pinto_hexagon_sidebar.pdf,Bianca Pinto,3,,BIANCA PINTO,3,True,3,3,3
synth_filled,pdf/34_historiador_tiago_almeida_olive_sidebar.pdf,Tiago Ribeiro Almeida,3,,"Arquivo Público do Estado São Paulo, SP",3,False,3,3,3
synth_filled,pdf/35_aux_administrativa_eduarda_dias_pink_banner_badge.pdf,Eduarda Rocha Dias,2,,E D,2,False,2,2,1
synth_filled,pdf/36_aux_administrativa_eduarda_dias_cyan_sidebar_icons.pdf,Eduarda Rocha Dias,2,,Eduarda Rocha Dias,3,True,2,0,2
synth_filled,pdf/37_administrador_erick_barbosa_olive_sidebar_dark.pdf,Erick Barbosa Neto,3,,"Fortaleza, CE",3,False,3,2,3
synth_filled,pdf/38_engenheiro_civil_alexandre_timoteo_diamond_two_column.pdf,Alexandre Timóteo,2,,Alexandre ENGENHE,1,False,1,2,0
synth_filled,pdf/39_gestora_trafego_beatriz_mendes_orange_accent_photo.pdf,Beatriz Mendes,1,,Beatriz Mendes,0,True,0,0,0
synth_filled,pdf/40_dev_fullstack_joao_mendes_navy_right_sidebar.pdf,João Mendes,3,,JOÃO MENDES,3,True,3,3,3
synth_filled,pdf/41_estudante_henrique_furtado_yellow_header_skillbars.pdf,Henrique Furtado,1,,HENRIQUE Estudante,1,False,1,0,1
synth_filled,pdf/42_gestora_midia_social_bianca_almeida_teal_header_monogram.pdf,Bianca Correia Almeida,2,,BIANCA CORREIA ALMEIDA BA,0,True,0,0,0
synth_filled,pdf/43_produtora_conteudo_clarice_moraes_serif_elegant_photo.pdf,Clarice Moraes,3,,PRODUTORADECONTEÚDO CLARICE MORAES,3,True,3,0,1
synth_filled,pdf/44_veterinaria_sara_jane_green_header_skillbars.pdf,Sara Jane,2,,Sara Jane,2,True,2,0,2
synth_filled,pdf/45_dev_python_eduardo_moreira_orange_accent_single_column.pdf,Eduardo Moreira,3,,EDUARDO MOREIRA,3,True,3,3,1
synth_filled,pdf/46_vendedora_moda_sara_pires_red_sidebar_dots.pdf,Sara Pires,2,,Sara Pires,0,True,0,0,0
synth_filled_v2,pdf/01_atendente_de_telemar_henrique_gomes_rodrigu_f00.pdf,Henrique Gomes Rodrigues,3,,Henrique Gomes Rodrigues,3,True,3,2,3
